Birch_base,DBSCAN_base,Birch_bayes_best,DBSCAN_bayes_best,Passed
1370,4,1728,0,0
2121,1,1807,1,1
93,2,495,2,1
2161,4,304,0,1
1200,6,552,4,1
2414,6,227,4,1
1861,4,1949,0,1
2097,6,2442,4,0
1989,0,2440,0,1
729,9,162,2,1
1923,4,2496,0,0
2498,-1,239,5,0
1206,9,743,2,0
2240,8,1721,4,0
988,7,652,3,0
608,6,84,4,1
1379,1,2119,1,1
1785,4,2316,0,1
1369,10,776,5,1
2379,1,1662,1,0
2412,7,1698,3,1
2616,7,1551,3,0
1044,9,753,2,1
69,7,1368,3,0
2594,6,1608,4,0
589,9,57,2,0
861,5,228,1,1
499,1,968,1,0
1557,8,2007,4,1
2359,4,1545,0,0
2618,5,2405,1,1
1738,-1,2226,1,1
619,0,131,0,1
1494,10,2480,5,0
365,7,78,3,0
1304,8,2161,4,0
1756,0,2381,0,0
1783,6,2600,4,1
733,6,1156,4,0
2623,9,1640,2,0
1281,2,816,2,0
462,4,1185,0,0
1716,7,2389,3,1
1867,1,2291,1,0
529,9,987,2,1
2315,0,1755,0,0
952,3,1068,3,0
851,1,200,1,1
2129,1,1826,1,0
1040,6,732,4,0
2413,3,233,3,0
2194,4,1760,0,0
2647,5,1597,1,1
13,9,1379,2,1
2130,7,1786,3,0
632,3,82,3,0
300,9,939,2,0
1734,9,2233,2,1
1047,3,337,3,0
573,8,136,4,0
77,4,308,0,1
1407,6,1595,4,1
2613,3,2308,3,0
2586,0,1570,0,1
880,10,10,5,1
1853,6,2289,4,0
1732,9,2352,2,0
280,3,1286,3,0
623,0,124,0,0
1461,2,2006,2,0
145,9,1466,2,1
870,5,1179,1,0
99,1,1918,1,1
2162,0,426,0,1
1202,5,1901,1,1
1704,4,1949,0,1
1164,-1,676,5,0
2281,6,1752,4,0
2634,6,1679,4,0
2645,9,919,2,0
2243,6,1810,4,0
2393,0,191,0,0
266,1,968,1,1
1316,5,2112,1,0
2610,4,1654,0,0
1288,4,522,0,1
1382,10,2432,5,1
1468,7,2098,3,1
1910,3,2286,3,0
1895,3,2264,3,0
2661,9,1175,2,1
460,3,1124,3,1
1821,7,2299,3,0
891,1,96,1,0
1287,5,590,1,1
2095,6,2442,4,0
569,1,6,1,1
1392,1,1918,1,0
267,2,2458,2,1
481,4,1117,0,0
2291,6,1810,4,0
795,8,310,4,0
2623,9,1562,2,0
277,1,1610,1,0
1519,3,563,3,1
962,4,1096,0,0
444,8,904,4,0
910,1,9,1,0
1700,1,2138,1,0
2609,2,1547,2,1
1929,5,1980,1,1
637,9,113,2,0
543,0,914,0,0
1742,1,2334,1,0
2004,3,2396,3,1
2046,2,1287,2,1
1828,0,2319,0,0
1411,0,1570,0,1
86,3,633,3,0
529,9,983,2,1
1508,9,1929,2,0
2238,7,1827,3,0
930,-1,1080,0,0
838,5,222,1,0
373,0,927,0,0
2291,6,1810,4,0
1970,8,2339,4,0
775,2,283,2,0
1044,9,2185,2,1
1404,4,2208,0,0
2103,8,2555,4,1
462,4,1185,0,0
2432,7,302,3,0
2535,6,1796,4,1
1733,2,2288,2,1
2178,0,1645,0,1
2633,0,1645,0,1
1370,4,1728,0,1
527,4,954,0,1
602,8,529,4,1
1862,0,2507,0,0
1736,2,2244,2,0
2177,4,1733,0,1
1048,9,743,2,0
1463,1,1938,1,0
304,8,913,4,0
1006,3,618,3,0
2251,1,1736,1,0
868,6,918,4,0
1873,6,2285,4,1
20,0,497,0,0
2003,0,1010,0,1
373,0,927,0,0
2535,6,1592,4,1
841,0,191,0,1
2478,7,1874,3,1
961,5,1179,1,1
440,-1,1110,0,1
2557,4,1747,0,0
95,8,529,4,1
1995,0,942,0,0
1852,6,2380,4,0
1393,9,2184,2,0
1013,8,645,4,0
1435,7,460,3,1
752,3,24,3,0
407,10,1100,5,0
1370,4,2388,0,0
2407,6,249,4,0
2133,5,1603,1,1
1321,5,2163,1,0
23,2,1941,2,0
1310,6,2221,4,1
1136,6,729,4,0
23,2,1941,2,1
1118,6,841,4,1
1593,6,2203,4,0
1929,5,1980,1,0
2504,0,1892,0,1
1157,4,416,0,1
2154,5,1753,1,1
29,0,1928,0,1
98,2,561,2,1
1986,4,2388,0,0
463,-1,1186,2,0
1412,11,1699,5,0
1630,6,2117,4,1
1093,1,772,1,0
295,3,1426,3,0
643,0,698,0,0
1786,1,2304,1,0
8,6,1461,4,1
1087,8,864,4,0
2664,9,1556,2,0
1385,3,2275,3,0
1364,1,2119,1,1
2039,4,1292,0,0
1064,7,811,3,0
206,8,1489,4,1
2467,3,324,3,1
2614,3,1579,3,1
1121,1,744,1,0
1726,-1,2220,5,1
1722,2,2288,2,1
269,7,1140,3,0
1204,10,503,5,0
2335,2,1625,2,1
741,5,1097,1,0
1682,5,1924,1,1
2165,0,1724,0,0
70,1,150,1,1
858,5,176,1,0
1847,9,2374,2,0
853,8,1665,4,0
2305,5,1762,1,0
1028,6,732,4,0
1898,10,2558,5,1
2178,0,1645,0,1
2201,3,1830,3,1
447,7,1059,3,1
1742,1,2334,1,1
623,0,527,0,0
1365,2,2128,2,0
139,9,1267,2,0
124,-1,1334,1,0
1921,3,2478,3,1
379,0,1084,0,0
2611,8,1544,4,0
2342,4,319,0,1
263,10,1000,5,0
479,2,1055,2,0
2036,0,1289,0,0
651,6,68,4,0
2648,6,1595,4,0
985,3,584,3,0
1978,3,2313,3,0
1711,7,1915,3,0
230,9,1502,2,0
2651,10,1673,5,0
588,8,30,4,1
1600,1,856,1,0
88,8,1428,4,1
1345,0,2217,0,0
2637,2,1580,2,0
34,4,2483,0,1
505,6,974,4,1
852,5,274,1,0
497,8,1655,4,1
2650,9,983,2,1
1040,6,770,4,1
994,-1,677,4,0
1610,4,2178,0,0
1719,1,2334,1,0
1309,1,2116,1,1
2583,2,1674,2,0
1050,9,818,2,1
501,7,1069,3,1
1877,5,2474,1,1
1415,0,1718,0,1
267,2,952,2,0
255,5,1012,1,1
1879,6,2466,4,1
2190,4,837,0,0
266,1,968,1,0
1277,7,505,3,1
1733,2,2355,2,1
2298,6,1779,4,1
1607,11,2215,5,0
303,7,1011,3,1
1860,7,2274,3,0
1160,1,900,1,1
2153,5,1603,1,0
1263,1,773,1,1
513,8,1031,4,1
2245,9,1706,2,0
2590,4,1703,0,1
1688,6,1944,4,0
1505,5,1979,1,0
2133,5,425,1,1
991,7,699,3,1
1397,2,2128,2,0
2247,11,1844,5,1
724,8,132,4,1
1695,2,2172,2,1
2172,11,2215,5,0
1695,2,1941,2,1
1866,8,2293,4,1
719,7,138,3,0
302,6,997,4,1
1986,4,991,0,1
250,5,1503,1,0
2606,8,2324,4,1
1002,7,483,3,1
872,0,191,0,1
279,3,903,3,0
701,7,474,3,0
373,0,927,0,1
1406,2,1580,2,1
1412,11,1699,5,0
2637,2,902,2,1
1876,10,2394,5,1
2653,1,1094,1,1
2098,9,2569,2,1
1936,1,2533,1,0
2588,7,1551,3,0
1396,6,2285,4,0
1098,10,740,5,0
1065,2,871,2,1
2566,6,1561,4,1
608,6,84,4,1
1393,9,2184,2,1
429,8,1057,4,1
58,2,1366,2,0
2586,0,1570,0,0
481,4,991,0,0
358,8,30,4,1
2066,7,2539,3,0
331,7,1228,3,1
2264,7,1757,3,1
2498,10,395,5,1
1652,1,1997,1,0
1100,2,871,2,0
610,11,650,5,1
478,6,907,4,1
1202,5,1927,1,0
2430,5,1584,1,0
2591,3,2396,3,0
1960,10,2591,5,1
713,5,94,1,1
1396,6,2109,4,1
212,9,1482,2,1
1160,1,686,1,0
2083,3,1339,3,0
2513,10,362,5,0
563,1,96,1,1
2161,4,1713,0,0
1993,6,1002,4,0
2600,4,2384,0,0
1267,8,501,4,1
1447,8,898,4,0
961,5,1179,1,1
1056,4,798,0,0
468,6,1194,4,1
1308,0,2196,0,1
725,3,72,3,1
2540,9,1572,2,0
617,9,694,2,0
2600,4,1664,0,0
2494,4,1866,0,1
2344,11,1619,5,1
349,6,997,4,0
2633,0,1570,0,0
1939,8,2538,4,0
1044,9,2185,2,0
1853,6,2289,4,0
1006,3,618,3,0
2401,7,1591,3,0
1622,-1,1958,1,1
266,1,912,1,0
588,8,712,4,0
2351,4,1622,0,0
616,0,151,0,0
2574,4,1703,0,0
59,8,446,4,0
1797,5,2330,1,0
2034,17,2527,2,0
2298,6,1859,4,1
1385,3,1554,3,1
2189,4,308,0,1
242,1,1504,1,1
1860,7,2274,3,0
523,9,987,2,1
858,5,656,1,1
2616,7,1551,3,1
1992,2,2300,2,1
2156,5,2190,1,0
440,0,1187,0,1
611,0,339,0,0
2250,2,1837,2,0
1401,7,1582,3,0
2612,2,2401,2,0
364,6,1375,4,0
1396,6,2285,4,1
2642,7,302,3,1
248,5,1443,1,0
41,5,1393,1,0
3,1,457,1,1
1503,1,1914,1,0
2162,0,1555,0,0
1906,5,2557,1,1
212,9,1482,2,0
2374,1,1188,1,0
954,5,1143,1,0
312,2,1239,2,0
1219,0,875,0,1
2552,6,307,4,1
355,6,921,4,1
1518,5,1979,1,1
1006,3,618,3,0
2600,4,1664,0,0
259,7,929,3,1
2585,5,1600,1,0
2432,7,1761,3,0
2584,3,1538,3,1
886,4,187,0,0
2279,3,2257,3,0
2363,5,1653,1,0
1800,8,2266,4,0
633,2,133,2,0
1078,6,771,4,1
131,7,1298,3,0
2272,9,1685,2,0
864,6,289,4,1
1986,4,1676,0,1
2262,1,1809,1,1
272,7,923,3,1
1165,-1,654,1,1
1029,9,743,2,0
2254,4,1728,0,0
841,0,191,0,0
2590,4,1676,0,1
849,6,918,4,1
995,1,639,1,1
265,4,1053,0,0
1294,4,445,0,1
1154,-1,394,3,0
1126,5,851,1,1
2584,3,1538,3,1
1185,0,766,0,0
1732,9,2347,2,0
1055,5,614,1,1
146,-1,1291,0,0
1363,8,1763,4,0
2548,8,442,4,1
2049,4,2582,0,1
1895,3,2354,3,0
272,7,1018,3,0
270,1,1431,1,1
1401,7,2207,3,1
1278,8,539,4,1
1573,8,738,4,0
2654,9,955,2,0
867,5,226,1,0
2105,9,2344,2,1
598,6,134,4,0
2654,9,919,2,1
2308,-1,1873,0,0
1655,1,1942,1,1
1368,2,2128,2,0
1071,1,658,1,0
2639,3,1596,3,1
2039,4,2512,0,1
544,0,949,0,1
2404,5,1584,1,0
1864,9,2461,2,1
1967,9,2457,2,0
2634,6,908,4,1
2298,6,1750,4,0
72,4,1389,0,0
250,5,549,1,0
120,2,1419,2,1
272,7,1018,3,1
2498,-1,395,5,0
96,10,1912,5,0
2208,2,1849,2,0
607,7,32,3,1
752,3,24,3,0
2567,0,1564,0,1
894,7,183,3,1
1349,6,2205,4,0
2660,9,1607,2,0
1293,4,713,0,1
1997,7,959,3,0
79,2,471,2,1
1338,0,2192,0,0
2451,7,1659,3,1
1067,11,814,5,0
2573,1,2287,1,1
197,1,1417,1,0
2328,4,192,0,0
1006,3,618,3,1
1643,7,1953,3,0
2185,2,1865,2,0
1782,7,2327,3,0
1655,-1,2043,1,1
770,2,283,2,1
946,4,187,0,1
1405,3,1939,3,0
2140,1,378,1,1
1412,11,1699,5,0
994,6,644,4,0
107,9,1364,2,1
1414,0,2132,0,0
1742,1,2334,1,0
2249,6,1652,4,0
2505,1,242,1,1
2215,7,1856,3,0
1469,8,490,4,1
1035,3,742,3,1
2150,1,2119,1,0
2591,3,2396,3,1
1398,8,1586,4,0
1835,7,2348,3,0
161,1,1483,1,0
1509,1,481,1,0
396,4,1166,0,1
2066,7,2539,3,0
310,6,997,4,0
2250,2,1726,2,0
68,2,902,2,0
1877,5,2335,1,0
2199,5,2198,1,0
280,3,903,3,1
1024,3,602,3,0
760,8,310,4,0
2481,4,295,0,0
2242,4,1773,0,1
2432,7,302,3,0
2064,3,971,3,0
1332,6,1944,4,0
267,2,952,2,0
886,4,1189,0,0
1820,3,2378,3,1
279,3,903,3,1
2129,1,1805,1,0
2646,8,1665,4,1
71,7,1444,3,0
781,9,297,2,1
2147,1,150,1,0
2501,1,1868,1,0
2227,4,1793,0,0
1090,2,435,2,1
1446,8,1429,4,0
2529,8,1669,4,0
1185,0,498,0,0
1092,7,820,3,1
1792,1,2520,1,1
1883,8,1947,4,1
1388,6,1828,4,1
93,2,1921,2,0
844,6,206,4,0
1416,9,2309,2,1
2432,7,302,3,0
2602,1,1590,1,0
7,4,452,0,0
2235,3,1711,3,0
1405,3,1939,3,0
307,4,1242,0,0
24,9,1469,2,0
693,7,474,3,0
1269,2,482,2,1
1332,6,2117,4,0
2239,5,1790,1,0
2574,4,1772,0,0
120,2,1419,2,1
498,3,915,3,1
2278,0,1724,0,0
1372,8,2155,4,0
162,-1,1505,4,0
1866,8,2293,4,1
277,1,2102,1,0
2540,9,1687,2,0
102,8,981,4,1
2186,11,342,5,1
2121,1,1801,1,0
2647,5,1597,1,0
2663,2,1678,2,1
2081,3,2576,3,0
259,7,923,3,1
1840,3,2396,3,1
2442,3,337,3,1
1887,2,2355,2,0
1012,7,796,3,0
1013,-1,100,4,0
975,3,1161,3,1
1399,5,2112,1,1
2273,10,1766,5,1
2351,4,1557,0,1
1289,8,529,4,0
609,6,16,4,1
1974,0,2468,0,0
352,0,1390,0,0
2372,8,1682,4,1
2151,1,750,1,1
2039,4,1292,0,0
537,-1,1029,0,1
265,4,991,0,1
227,3,1376,3,0
2587,1,1662,1,1
1523,2,1962,2,0
1965,2,2401,2,1
272,7,923,3,0
1895,3,2264,3,1
333,10,1293,5,1
1990,8,936,4,1
606,2,642,2,0
754,7,312,3,0
304,8,1294,4,1
971,0,191,0,0
2605,5,1600,1,1
1858,8,2268,4,1
2595,7,2366,3,0
96,10,1912,5,1
2561,11,1882,5,1
2302,-1,1782,0,1
1977,6,937,4,1
2052,-1,2592,5,0
77,4,493,0,0
1716,7,2389,3,1
1288,4,567,0,0
1821,7,2299,3,1
1285,1,593,1,1
24,9,1469,2,1
1808,5,2305,1,0
1893,7,2277,3,1
2443,7,306,3,0
2250,2,1837,2,0
770,2,260,2,0
290,3,1279,3,0
508,6,1027,4,1
2636,9,2356,2,0
1037,8,821,4,1
352,0,131,0,1
1792,1,2331,1,0
1998,1,964,1,0
1073,4,756,0,1
2451,7,183,3,0
2269,5,1883,1,1
2281,6,1779,4,1
2573,1,2360,1,1
788,-1,299,3,0
1870,2,2552,2,1
1797,5,2409,1,0
2033,1,1260,1,0
123,6,1375,4,0
1427,1,1902,1,0
2571,2,1881,2,0
2236,9,1715,2,1
2645,9,919,2,0
745,8,177,4,0
2394,4,264,0,0
2605,5,1600,1,0
2658,3,1626,3,0
634,9,543,2,1
2646,8,940,4,0
2158,5,761,1,1
840,9,217,2,0
2260,0,1739,0,0
1558,6,2047,4,1
2603,11,1697,5,1
2586,0,1570,0,0
1800,8,2284,4,1
1,1,1360,1,1
1004,9,697,2,0
2647,5,176,1,1
2574,4,1545,0,0
264,2,1001,2,1
894,7,183,3,0
2003,0,1537,0,0
2592,5,1693,1,1
2061,-1,2518,3,1
2335,2,1625,2,1
2311,10,1876,5,0
1988,4,945,0,1
778,11,376,5,1
2604,7,1535,3,1
1043,8,780,4,1
321,1,1250,1,1
2004,3,1023,3,0
892,4,1189,0,0
913,6,134,4,0
163,-1,477,0,1
2645,9,1607,2,0
947,0,1052,0,1
620,0,1390,0,0
1893,7,2603,3,0
8,6,1424,4,1
2531,6,1566,4,1
849,6,214,4,1
1396,6,2109,4,0
1137,6,644,4,1
1364,1,2135,1,0
266,1,968,1,0
617,9,103,2,0
1203,5,585,1,1
913,6,44,4,0
2468,2,355,2,1
2638,7,1551,3,0
2330,2,1605,2,0
2243,6,1720,4,1
127,2,2500,2,1
2203,7,1786,3,0
913,6,134,4,0
1967,9,2309,2,0
1847,9,2374,2,0
872,0,1660,0,0
295,3,1472,3,1
2163,9,1572,2,1
1672,5,2190,1,0
1713,2,2424,2,1
120,2,1419,2,0
1942,1,2467,1,0
612,2,1410,2,1
81,4,1430,0,1
109,2,1295,2,1
28,0,547,0,0
1468,7,2098,3,1
568,8,127,4,0
1261,4,445,0,0
101,1,1504,1,0
1514,1,2017,1,1
2169,5,1746,1,1
1742,1,2372,1,1
1608,4,784,0,0
1385,3,1554,3,1
1826,4,2312,0,0
2072,1,968,1,0
1974,0,2468,0,1
2442,3,337,3,1
962,4,1065,0,1
1225,11,774,5,0
1411,0,1570,0,0
1626,9,1983,2,1
1404,4,1713,0,0
523,9,1043,2,1
381,4,945,0,0
1589,1,2182,1,0
735,4,71,0,0
1793,2,2370,2,0
840,9,103,2,1
2603,11,1568,5,0
1481,-1,2039,5,0
1705,9,2108,2,0
779,7,635,3,1
2615,1,2386,1,0
311,4,933,0,1
71,7,1370,3,0
91,9,1434,2,1
1440,8,1986,4,0
260,1,912,1,1
1860,7,2274,3,0
2527,8,1820,4,1
896,7,101,3,0
164,3,1296,3,0
1916,5,2481,1,0
1404,4,2208,0,1
2441,3,301,3,0
345,4,1053,0,0
2615,1,2287,1,0
1936,1,2533,1,0
303,7,1232,3,1
1261,4,452,0,1
2264,7,1757,3,0
2616,7,1588,3,0
2654,9,941,2,1
1993,6,974,4,1
1653,-1,2045,5,0
2177,4,1733,0,1
1211,5,764,1,0
1824,6,2297,4,0
2553,8,1639,4,1
2449,7,244,3,1
1979,6,2289,4,1
1224,1,464,1,1
1385,3,2275,3,0
1273,9,543,2,1
2042,8,2537,4,1
2001,5,985,1,1
376,0,1074,0,1
2313,-1,1884,3,1
2210,8,1763,4,0
2449,7,1695,3,0
2243,6,1720,4,0
931,2,1190,2,0
1390,6,733,4,0
1833,10,2572,5,1
1973,7,2298,3,0
1057,8,780,4,0
2198,6,1752,4,1
78,7,1582,3,0
1822,1,2276,1,1
2582,8,1586,4,0
1006,3,633,3,0
486,1,1056,1,1
2018,-1,2524,2,0
1996,3,1023,3,1
2547,9,390,2,1
2041,4,2464,0,0
268,8,934,4,1
674,1,79,1,1
2459,3,301,3,0
1962,0,942,0,1
93,2,1921,2,0
2064,3,2454,3,0
1293,4,648,0,0
2580,1,1532,1,1
280,3,903,3,1
1159,-1,678,1,1
2637,2,1580,2,0
1381,4,2110,0,1
1426,8,1986,4,0
1971,9,983,2,1
482,4,1076,0,1
909,0,1063,0,1
2151,1,2119,1,1
2595,7,2366,3,0
839,0,315,0,1
619,0,13,0,1
1850,6,2367,4,1
2158,5,761,1,0
1307,0,2162,0,0
2636,9,1649,2,0
1397,2,1921,2,1
14,7,1370,3,1
573,8,42,4,1
1784,4,2465,0,1
2600,4,1776,0,1
2303,5,1753,1,1
101,1,448,1,0
2441,3,380,3,0
1962,0,942,0,0
2156,5,2190,1,0
2442,3,1617,3,0
2193,6,1732,4,0
2203,7,1786,3,0
268,8,981,4,0
1406,2,1580,2,0
1958,5,2525,1,1
782,10,5,5,0
2495,5,279,1,1
2201,3,1830,3,1
531,0,935,0,0
1601,-1,2256,0,1
867,5,196,1,0
870,5,1155,1,1
2299,3,1723,3,0
2303,5,1753,1,1
71,7,478,3,1
305,5,916,1,1
2121,1,1539,1,1
2161,4,1546,0,1
263,10,938,5,1
867,5,716,1,1
1105,2,435,2,1
2176,0,838,0,0
418,7,1160,3,0
1853,6,2289,4,1
1860,7,2274,3,0
2454,3,1623,3,1
865,5,906,1,0
2653,1,909,1,0
474,1,1121,1,1
2660,9,1607,2,0
2603,11,1568,5,1
2403,3,276,3,1
1916,5,2585,1,0
2003,0,1537,0,0
2592,5,1553,1,1
1732,9,2352,2,1
2587,1,1610,1,1
1728,2,2250,2,0
1727,4,1813,0,0
439,6,1128,4,1
265,4,991,0,0
2135,2,1541,2,0
2465,1,219,1,1
605,9,91,2,1
2347,8,1655,4,1
885,6,1132,4,0
1860,7,2476,3,0
357,3,1105,3,1
1200,6,729,4,1
1785,4,2316,0,1
2432,7,1761,3,1
2243,6,1810,4,0
517,2,986,2,0
1718,9,2311,2,1
2132,8,1798,4,0
1489,1,2044,1,1
725,3,72,3,0
1672,5,2190,1,1
2371,1,1585,1,0
2540,9,1756,2,0
1604,8,2149,4,1
1735,2,2183,2,0
399,2,1159,2,0
1391,5,1790,1,0
278,5,1205,1,0
864,6,289,4,0
81,4,1430,0,0
104,4,1406,0,1
434,7,1112,3,1
68,2,561,2,0
135,0,1495,0,1
2637,2,1678,2,0
207,13,1371,1,1
2191,8,1771,4,1
2645,9,919,2,1
1857,7,2323,3,1
2486,2,1881,2,0
22,8,490,4,1
2165,0,1709,0,1
2577,9,1706,2,0
2211,2,1710,2,0
1926,7,2553,3,0
2433,3,233,3,1
451,-1,1191,5,0
71,7,1370,3,1
622,-1,631,5,0
1895,3,2264,3,1
1418,0,830,0,0
1894,6,1948,4,0
2126,3,1729,3,0
2314,4,1893,0,1
1656,4,1960,0,0
2003,0,1537,0,0
2371,1,1585,1,0
1719,1,2334,1,1
2440,9,350,2,0
295,3,1306,3,0
402,7,1247,3,1
2616,7,1551,3,0
1387,9,739,2,1
1769,10,2359,5,0
2178,0,1645,0,0
2438,7,357,3,0
2635,2,1563,2,0
2602,1,990,1,0
1875,3,2286,3,0
692,4,484,0,0
1411,0,1570,0,0
484,2,910,2,0
1118,6,841,4,1
2583,2,1674,2,0
2249,6,1864,4,1
2516,0,194,0,1
1978,3,2313,3,1
1216,0,689,0,0
1939,8,2538,4,0
2543,6,1796,4,1
1203,5,615,1,1
2006,11,2407,5,1
2666,2,1055,2,0
1862,0,1445,0,1
61,1,1411,1,0
55,2,1102,2,0
1388,6,2118,4,1
1869,10,2535,5,0
2211,2,1710,2,1
1602,4,2210,0,0
891,1,96,1,1
70,1,150,1,1
1986,4,2390,0,1
1638,4,2120,0,0
738,5,53,1,0
1993,6,1002,4,1
2637,2,1580,2,1
1060,6,828,4,1
2173,0,628,0,1
1947,11,1990,5,1
522,0,949,0,0
1838,5,2409,1,1
1711,7,1915,3,0
609,6,417,4,0
598,6,16,4,0
2146,2,311,2,1
48,4,1406,0,0
2389,10,1658,5,0
1370,4,1728,0,0
1413,0,2387,0,1
1006,3,618,3,1
715,4,15,0,0
1166,-1,857,4,1
923,2,1158,2,1
301,0,1253,0,0
475,7,1138,3,1
2201,3,1857,3,0
1864,9,1964,2,0
2149,2,1815,2,1
1318,3,2158,3,1
2025,7,1297,3,1
2575,5,1601,1,1
2173,0,315,0,0
1233,5,737,1,1
1385,3,2275,3,1
608,6,84,4,0
688,3,1380,3,1
1681,1,1942,1,0
2503,4,272,0,0
1204,10,503,5,0
1673,1,1902,1,0
2274,9,1715,2,1
1884,0,2497,0,0
1807,8,2361,4,1
1743,1,2116,1,1
268,8,934,4,0
1312,3,2216,3,0
2243,6,1720,4,0
2663,2,1674,2,0
302,6,997,4,1
634,9,476,2,1
548,0,992,0,1
133,6,1273,4,0
592,2,12,2,1
911,5,1097,1,0
44,1,538,1,0
501,7,1069,3,1
2087,8,1044,4,1
1396,6,1948,4,0
1318,3,2158,3,1
573,8,136,4,0
1047,3,826,3,0
1851,5,2377,1,1
390,1,1085,1,0
2445,3,238,3,0
1363,8,2268,4,0
1837,6,2358,4,1
1392,1,2102,1,1
2569,7,1794,3,1
2133,5,1603,1,0
643,0,527,0,1
323,2,976,2,0
2197,8,1712,4,1
1041,3,829,3,0
1974,0,2280,0,0
1193,0,2016,0,1
1559,-1,762,4,0
2438,7,285,3,1
2039,4,1292,0,0
2123,1,182,1,0
2166,6,1808,4,1
2614,3,1579,3,1
2623,9,1562,2,1
1289,8,501,4,1
2457,1,1661,1,0
1882,8,2494,4,0
882,2,141,2,0
2449,7,1695,3,0
1679,2,2150,2,1
1981,0,2326,0,1
2576,6,1608,4,1
1873,6,2281,4,0
87,4,2208,0,0
752,3,24,3,0
323,2,976,2,1
771,4,232,0,0
1006,3,525,3,0
1407,6,1595,4,0
2663,2,1580,2,0
2646,8,1665,4,1
2275,9,1742,2,1
2111,3,2308,3,0
130,8,1429,4,1
885,6,1132,4,1
2663,2,2401,2,0
726,7,32,3,1
531,0,1074,0,1
865,5,1155,1,0
1834,8,2296,4,1
2156,5,2190,1,1
2615,1,2287,1,0
836,9,193,2,1
1598,8,2111,4,0
464,9,1182,2,1
1416,9,2126,2,1
1294,4,445,0,1
367,11,1208,5,1
2181,0,315,0,1
1766,8,1947,4,0
1403,11,2103,5,1
449,7,957,3,0
352,0,1390,0,0
83,8,23,4,0
1597,2,2153,2,1
2175,3,829,3,0
873,5,31,1,0
1773,3,2604,3,1
1294,4,445,0,0
1281,2,603,2,0
513,8,1171,4,1
2240,8,1721,4,0
494,6,908,4,0
2596,6,1663,4,1
886,4,192,0,0
1998,1,964,1,0
2360,4,1703,0,0
1860,7,2207,3,0
1858,8,2268,4,1
2210,8,1738,4,0
1785,4,2316,0,1
2241,2,2427,2,0
672,3,61,3,1
1597,2,2101,2,0
1174,7,152,3,1
838,5,222,1,0
1797,5,2330,1,0
437,1,1107,1,0
1972,5,2377,1,0
28,0,547,0,0
2199,5,2198,1,0
1978,3,2313,3,0
778,11,98,5,0
1553,8,898,4,0
1737,1,2343,1,1
1609,3,2154,3,1
2175,3,829,3,0
2038,1,2533,1,0
2626,3,1554,3,1
1849,11,2301,5,0
851,1,200,1,0
1185,0,444,0,0
1923,4,2496,0,0
1040,6,732,4,0
1419,7,2113,3,0
1961,5,969,1,0
318,5,944,1,1
480,2,976,2,1
868,6,206,4,1
2479,4,386,0,1
2634,6,1642,4,1
2128,5,400,1,1
2250,2,1768,2,0
2276,8,1744,4,0
1785,4,2312,0,1
1396,6,2109,4,1
2255,2,1580,2,0
486,1,1056,1,1
1199,3,1917,3,0
2544,3,1850,3,0
1280,7,474,3,0
1696,3,2046,3,1
1089,7,843,3,1
1039,7,796,3,0
2592,5,2405,1,0
70,1,909,1,1
2046,2,2554,2,0
2375,4,211,0,1
1994,9,2457,2,0
2161,4,1855,0,0
1720,9,2141,2,1
797,8,334,4,1
976,5,1641,1,0
2645,9,919,2,0
2567,0,1564,0,0
2269,5,1883,1,1
325,8,1022,4,1
1407,6,1595,4,0
50,9,1421,2,1
1520,2,536,2,1
1966,5,2335,1,1
2566,6,1828,4,0
1409,5,969,1,0
1740,8,2296,4,1
780,6,417,4,0
2170,0,838,0,1
758,7,359,3,1
2587,1,1532,1,1
2461,3,280,3,1
2038,1,2520,1,0
2274,9,2233,2,0
1407,6,1595,4,1
2100,4,2464,0,1
1595,7,843,3,1
337,0,927,0,1
1371,7,747,3,1
1765,9,2347,2,0
1318,3,2354,3,0
272,7,923,3,0
2619,10,1534,5,1
253,0,1423,0,1
1350,3,2216,3,1
2469,1,219,1,1
2233,2,1865,2,0
1391,5,1746,1,1
62,9,1421,2,0
1879,6,2536,4,0
1013,8,645,4,1
1420,4,2005,0,0
1407,6,1595,4,0
1519,3,2000,3,1
512,8,905,4,0
611,0,76,0,1
870,5,1155,1,1
521,7,1616,3,0
2506,-1,397,4,1
1185,0,766,0,1
715,4,15,0,0
2637,2,902,2,1
415,7,1126,3,0
2345,9,1691,2,0
2215,7,1856,3,0
1991,4,2434,0,0
165,-1,1272,4,1
2605,5,1600,1,1
857,5,296,1,1
1215,1,856,1,1
1587,0,2186,0,0
122,6,1244,4,1
748,3,679,3,0
2460,10,1565,5,1
1002,7,556,3,1
475,7,1138,3,0
480,2,910,2,0
921,2,1578,2,0
2103,8,2503,4,1
464,9,1182,2,0
2656,3,2282,3,1
1759,7,2612,3,1
1343,9,2240,2,1
2076,5,1007,1,0
880,10,221,5,0
2250,2,1865,2,1
1352,6,2357,4,1
1819,1,2276,1,0
1962,0,942,0,0
1835,7,2348,3,1
2275,9,1742,2,1
2160,0,791,0,0
1909,3,2588,3,1
1075,5,624,1,1
2018,9,2524,2,0
293,6,1033,4,1
948,0,1074,0,1
746,3,674,3,0
493,4,1028,0,0
2614,3,2396,3,1
287,5,993,1,1
1371,7,811,3,1
1021,7,867,3,0
