Birch_base,DBSCAN_base,Birch_random_best,DBSCAN_random_best,Passed
515,-1,1565,1,0
1874,10,1466,5,0
840,8,3406,4,1
2636,4,2258,0,0
349,5,2192,1,0
2314,4,239,0,0
1093,9,3219,2,1
1278,5,648,1,1
2781,5,2415,1,0
1295,1,3400,1,1
880,6,904,4,1
1762,4,206,0,1
3141,6,2610,4,1
408,2,2011,2,0
2100,8,248,4,0
1651,11,738,5,1
3049,9,2807,2,1
3198,8,3094,4,0
915,6,919,4,0
44,-1,43,9,1
2846,9,2281,2,0
3131,8,2480,4,0
587,8,1771,4,1
498,7,1023,3,0
2802,6,2467,4,0
2992,6,2665,4,1
600,3,1687,3,1
1543,9,198,2,0
1324,5,2979,1,1
1625,5,803,1,0
516,-1,1069,3,1
3180,-1,3708,4,0
1442,4,3421,0,0
2891,5,2510,1,0
1368,2,101,2,0
66,9,136,2,0
656,4,1765,0,0
488,2,1139,2,0
1661,8,784,4,1
2035,2,230,2,0
94,8,1270,4,0
977,9,3154,2,1
1576,6,714,4,1
3081,3,3393,3,1
1825,7,2840,3,1
1521,7,79,3,1
869,2,101,2,1
1521,7,3424,3,1
1707,6,2767,4,1
2573,10,2252,5,1
2581,6,2271,4,0
457,10,1714,5,0
1446,6,3774,4,1
1824,3,2790,3,0
225,9,136,2,1
1786,0,295,0,0
1527,6,166,4,1
2426,4,2911,0,0
2765,9,2470,2,1
1354,6,3466,4,0
1840,6,2890,4,0
1006,2,3236,2,1
1911,5,1470,1,0
1527,6,99,4,0
1898,7,1386,3,1
2033,0,1354,0,1
1619,0,858,0,1
2338,7,1408,3,1
3161,8,2657,4,0
2779,1,2513,1,1
1960,2,72,2,0
3000,5,2667,1,0
2516,6,1927,4,1
70,0,147,0,1
922,8,954,4,1
1721,3,2781,3,0
3097,1,2960,1,1
580,8,1677,4,0
2375,8,2529,4,1
1569,1,905,1,1
670,0,187,0,1
980,5,3203,1,0
839,9,70,2,0
1050,4,3145,0,0
1335,8,3113,4,0
3120,8,2828,4,1
1179,6,3007,4,1
343,5,2022,1,0
1673,2,620,2,1
2064,6,381,4,0
1569,1,905,1,1
961,3,3122,3,1
1863,4,1350,0,1
1934,11,237,5,0
453,8,1728,4,0
1678,-1,603,4,0
585,2,1993,2,1
2702,6,2170,4,1
2534,5,2886,1,1
3127,2,2493,2,1
54,7,109,3,1
1529,2,622,2,0
59,2,149,2,0
2202,6,1426,4,0
3074,0,2802,0,1
3186,2,3699,2,0
1708,8,264,4,1
1047,6,265,4,1
2762,0,2425,0,1
672,4,2027,0,0
2059,3,285,3,0
1356,8,3521,4,1
1014,8,3155,4,0
1579,0,595,0,0
744,7,3449,3,1
1728,7,262,3,0
1389,4,3759,0,0
3127,2,3036,2,1
1703,9,280,2,0
67,8,118,4,1
3002,3,2652,3,0
1526,8,83,4,1
659,3,1687,3,1
1979,5,97,1,1
1468,7,3426,3,0
1951,3,1908,3,0
967,0,3259,0,0
1951,3,300,3,1
1760,5,2878,1,1
2517,7,1971,3,1
429,5,1751,1,1
585,2,1993,2,0
2547,6,1984,4,1
1534,2,3412,2,1
879,4,902,0,0
667,4,103,0,1
3111,0,3065,0,0
665,6,3119,4,1
2569,9,2281,2,0
1062,5,3153,1,0
840,8,3406,4,0
524,7,1548,3,1
1923,6,274,4,0
2374,0,2638,0,1
1845,9,1915,2,0
2350,1,208,1,0
2510,8,2025,4,1
1000,3,3196,3,0
3128,9,2544,2,0
2046,9,136,2,0
1979,5,331,1,0
1773,4,2812,0,0
2336,6,274,4,1
3188,6,2688,4,1
2146,0,503,0,1
960,6,3133,4,0
2518,7,1974,3,0
2429,4,2125,0,0
189,3,1044,3,1
3089,1,2513,1,1
394,2,1210,2,0
442,2,1777,2,1
303,7,1963,3,1
976,5,3117,1,0
1463,2,3440,2,0
1624,3,931,3,1
1963,7,1967,3,1
321,7,1372,3,1
2511,3,1916,3,1
2630,1,1821,1,0
556,-1,1782,3,0
2158,0,1505,0,0
1209,-1,3305,2,1
3066,6,2767,4,0
2044,0,273,0,0
2519,2,1928,2,0
1763,0,2772,0,1
2485,2,2205,2,1
61,2,1244,2,0
1000,3,3196,3,1
589,3,1706,3,0
1342,8,3113,4,1
674,8,3458,4,1
685,5,2415,1,0
1988,10,320,5,0
1959,11,153,5,1
2064,6,161,4,1
2523,1,2786,1,0
2468,1,2118,1,1
2044,0,147,0,0
2078,8,365,4,0
1404,-1,3836,0,0
980,5,674,1,1
2544,5,1969,1,0
294,5,2051,1,0
848,4,926,0,0
355,1,1248,1,1
1364,5,3545,1,1
437,6,1717,4,1
298,7,1963,3,0
3127,2,3414,2,0
2256,5,1271,1,1
2044,0,311,0,1
672,4,2027,0,1
2716,2,2157,2,1
1226,-1,3324,0,1
1976,4,92,0,1
2118,-1,728,4,0
2214,4,1444,0,1
2898,9,2576,2,1
302,4,1964,0,1
1490,6,3550,4,1
1608,5,951,1,0
1994,3,81,3,1
54,7,109,3,1
771,2,3457,2,0
2766,9,2423,2,1
2045,11,152,5,0
2069,0,311,0,0
351,9,2021,2,1
2553,4,2237,0,0
169,-1,1233,0,1
1699,8,2005,4,0
1475,6,3496,4,0
1471,5,3450,1,0
1553,7,79,3,0
838,11,958,5,0
2083,2,484,2,1
3100,10,3055,5,1
1731,9,2861,2,1
410,2,1070,2,1
1553,7,74,3,0
1538,9,70,2,1
690,5,1874,1,0
614,4,1992,0,0
2073,6,201,4,1
377,0,2019,0,0
854,3,3436,3,1
1986,1,238,1,0
2249,8,1514,4,0
499,0,1087,0,0
775,7,3477,3,0
2861,-1,2572,5,0
26,-1,5,8,0
1973,9,236,2,1
1344,4,3772,0,1
1275,7,616,3,1
861,7,1978,3,1
675,3,1949,3,0
1133,8,3109,4,0
2046,9,309,2,0
1576,6,714,4,0
1318,5,3253,1,1
461,7,1781,3,0
1464,0,3501,0,1
411,7,1129,3,0
2183,-1,510,3,0
375,3,1373,3,1
997,6,3121,4,0
779,9,1832,2,0
1534,2,63,2,0
981,2,3134,2,0
2805,4,2246,0,1
2637,7,2273,3,1
8,-1,25,9,1
741,4,3565,0,1
294,5,2051,1,0
2674,7,2317,3,1
1576,6,714,4,1
968,4,589,0,0
742,1,2495,1,1
101,7,1141,3,0
1701,6,2806,4,1
98,8,76,4,1
1254,0,680,0,1
3172,-1,3689,1,0
394,2,1210,2,1
1036,0,324,0,1
742,1,1866,1,0
665,6,166,4,1
985,0,3087,0,1
198,7,1134,3,0
849,2,3457,2,0
2614,2,2306,2,1
2795,9,1892,2,1
1521,7,74,3,0
2287,9,395,2,1
220,7,140,3,1
1115,8,3325,4,0
1047,6,265,4,0
993,7,3156,3,0
2786,2,2244,2,0
170,6,1161,4,0
419,1,1412,1,1
2478,7,2934,3,1
404,1,1369,1,0
69,1,1136,1,1
1710,0,324,0,1
1709,2,2870,2,0
2058,9,309,2,0
2567,8,2285,4,0
932,1,819,1,0
2536,7,2779,3,1
64,4,1259,0,0
1542,5,665,1,0
2520,1,1975,1,0
1113,8,3206,4,1
2800,11,2479,5,0
1285,9,3316,2,0
2344,7,1388,3,1
3178,9,2976,2,1
3083,5,2471,1,1
3087,1,2785,1,0
862,2,3590,2,0
666,9,70,2,0
67,8,1181,4,1
77,7,119,3,0
3117,2,3433,2,1
153,1,848,1,1
3158,9,2607,2,0
494,0,1058,0,1
962,4,3141,0,0
448,4,1718,0,0
630,0,1838,0,0
1053,1,3268,1,1
2016,4,446,0,1
1991,6,121,4,0
1682,6,798,4,1
2792,6,2456,4,0
679,4,2027,0,0
60,2,1936,2,0
2522,4,1964,0,0
2779,1,2513,1,0
445,6,1142,4,0
2701,-1,2179,5,0
784,8,3521,4,1
3149,2,2459,2,0
2350,1,208,1,1
171,9,1256,2,0
3079,8,2693,4,0
839,9,175,2,0
557,-1,1783,0,1
810,3,1875,3,0
3120,8,2819,4,1
744,7,1863,3,1
443,9,1713,2,1
2283,4,241,0,1
1736,2,2870,2,0
2612,7,2239,3,1
687,8,1814,4,0
1471,5,3450,1,1
781,3,2514,3,1
1978,10,2438,5,1
361,6,2010,4,0
868,2,110,2,1
613,7,1780,3,1
1975,6,166,4,1
1044,2,3139,2,1
3113,4,2968,0,1
1864,5,2077,1,1
1240,2,541,2,0
1364,5,3724,1,1
673,8,2048,4,1
2508,9,2556,2,1
1978,10,180,5,0
1959,11,209,5,1
1373,8,3301,4,1
1948,1,210,1,0
2851,4,2418,0,0
2205,0,1475,0,0
3053,11,3040,5,0
2622,8,2285,4,1
2076,6,485,4,1
2546,5,2003,1,0
1344,4,3772,0,0
1638,5,845,1,0
1810,-1,511,1,0
2766,9,2423,2,1
681,11,3489,5,1
681,11,1996,5,0
1949,5,167,1,1
2910,6,2579,4,0
1087,7,3165,3,1
2035,2,460,2,1
3049,9,2807,2,1
2517,7,2439,3,0
3160,8,2529,4,1
339,2,1907,2,1
2329,7,277,3,1
67,8,118,4,1
1441,4,3421,0,1
1641,9,729,2,1
2043,6,1169,4,1
2350,1,228,1,0
1816,3,2857,3,0
1366,4,3409,0,0
2539,3,1949,3,1
2322,4,1403,0,1
2758,9,1564,2,1
716,9,3586,2,1
2769,6,2467,4,0
457,10,1251,5,0
339,2,1907,2,1
1558,4,643,0,0
2804,4,2421,0,0
75,2,870,2,0
191,3,1206,3,0
2317,3,1359,3,1
2212,9,1358,2,0
1770,8,2908,4,1
2804,4,3439,0,1
710,9,903,2,1
996,11,615,5,1
153,1,848,1,1
894,7,1781,3,0
1972,1,78,1,1
3012,1,2668,1,0
2988,1,2596,1,0
1737,8,301,4,1
1938,3,296,3,0
1103,5,3118,1,1
2094,-1,442,2,0
3048,10,2677,5,0
2985,5,2959,1,1
1371,2,3433,2,0
3099,3,2858,3,0
95,4,62,0,1
2802,6,2467,4,0
1424,2,3468,2,0
354,7,1963,3,0
3041,0,2602,0,1
3085,8,3146,4,1
1413,-1,3411,3,1
837,2,63,2,1
860,5,909,1,1
2092,5,498,1,0
2064,6,183,4,0
2146,0,503,0,0
1975,6,99,4,1
3061,3,2839,3,0
1031,2,3134,2,1
674,8,148,4,1
280,1,2130,1,0
2770,0,2463,0,1
293,4,2127,0,1
3006,4,2624,0,1
784,8,2498,4,0
784,8,2498,4,1
2547,6,1984,4,1
2567,8,2519,4,0
717,8,1876,4,0
91,5,68,1,1
1700,4,2792,0,0
1370,10,3503,5,0
1538,9,198,2,1
2543,3,1985,3,0
2614,2,2049,2,1
1801,5,392,1,1
1974,5,254,1,0
2212,9,1341,2,0
2520,1,1919,1,1
2528,2,2049,2,0
2774,6,3417,4,0
1751,1,370,1,0
2684,6,1987,4,1
2465,11,2825,5,1
1578,-1,642,2,1
3056,7,2919,3,1
670,0,187,0,0
2368,7,2642,3,0
1519,4,62,0,1
328,-1,2180,2,1
893,3,1687,3,1
558,-1,1635,1,0
844,5,91,1,1
2777,0,2474,0,0
2521,5,1944,1,1
999,3,242,3,0
1755,7,202,3,1
3123,7,3170,3,1
2612,7,2239,3,0
3139,9,2544,2,1
1342,8,3146,4,1
967,0,3190,0,0
1314,9,3266,2,0
694,3,3551,3,1
2456,4,2884,0,1
1666,3,853,3,1
533,6,1734,4,0
56,8,1270,4,1
2166,2,403,2,1
347,0,1323,0,1
627,6,1812,4,0
1989,9,280,2,0
2494,7,2907,3,0
1699,8,2005,4,1
1729,6,3121,4,0
80,4,184,0,0
1855,1,2881,1,1
1571,5,984,1,0
1960,2,72,2,1
1847,9,2775,2,1
55,4,1913,0,0
2574,3,2368,3,1
774,9,3547,2,0
69,1,158,1,0
1982,11,3143,5,1
674,8,3458,4,1
1839,11,2825,5,1
954,9,3128,2,1
1973,9,172,2,0
3116,2,2964,2,0
1774,2,2848,2,0
2523,1,1961,1,1
1537,0,787,0,1
1589,6,921,4,0
1007,5,328,1,1
2550,1,2023,1,0
2772,0,2487,0,1
2014,0,1272,0,0
1739,5,3126,1,0
666,9,1832,2,0
1869,6,2855,4,1
214,5,1195,1,0
3074,0,2425,0,1
2769,6,2429,4,1
3021,7,2663,3,0
410,2,1050,2,1
2791,0,2497,0,0
847,6,963,4,1
2624,4,2232,0,1
2763,4,2418,0,1
841,1,3397,1,0
1056,4,3326,0,0
786,8,1843,4,0
2347,8,1454,4,1
437,6,1717,4,1
310,1,2112,1,0
327,4,2115,0,1
1715,2,2791,2,1
1361,4,3192,0,0
1743,1,257,1,0
870,5,1751,1,0
2509,1,2420,1,1
1727,3,2781,3,0
3103,4,2421,0,0
680,6,1685,4,0
1569,1,905,1,0
1316,2,3311,2,0
1428,1,3718,1,1
964,6,3256,4,1
116,8,1413,4,1
2520,1,1919,1,0
591,7,1535,3,1
2570,7,2369,3,0
2781,5,2448,1,0
3091,7,3733,3,1
978,11,3215,5,0
208,5,1171,1,1
679,4,1913,0,1
2054,5,1273,1,0
2632,4,2029,0,1
480,1,1071,1,1
2239,9,263,2,1
2526,5,1969,1,1
2778,5,2415,1,1
2801,6,2427,4,1
685,5,3459,1,0
1904,5,2925,1,1
2004,1,1322,1,1
2790,5,2489,1,1
667,4,103,0,1
2994,8,2617,4,0
668,0,1955,0,1
2514,0,1948,0,0
339,2,1907,2,1
454,11,1762,5,0
655,0,146,0,0
1990,5,150,1,0
1699,8,86,4,1
776,8,2498,4,0
3014,-1,2669,1,0
992,9,3404,2,0
1599,10,959,5,0
54,7,1129,3,1
2449,10,2933,5,1
961,3,3122,3,1
1834,6,2841,4,0
1987,7,163,3,1
2074,3,761,3,0
2006,1,867,1,0
143,8,1215,4,1
1605,0,995,0,1
1986,1,1961,1,0
2542,9,2021,2,0
960,6,3225,4,1
349,5,1348,1,0
2779,1,2445,1,1
856,9,1832,2,1
1663,-1,730,3,0
2801,6,1893,4,0
1848,3,2268,3,1
2988,1,2591,1,1
2236,-1,226,5,0
69,1,1168,1,1
2550,1,1997,1,1
1922,9,330,2,1
1803,6,373,4,0
508,3,1072,3,1
766,0,1884,0,0
1917,1,370,1,1
382,6,1045,4,1
89,1,1168,1,1
3187,1,3070,1,1
1363,1,3446,1,0
1461,9,3520,2,0
1553,7,980,3,0
3204,7,3762,3,0
3151,6,2508,4,0
1679,4,804,0,0
1733,8,1347,4,1
663,7,74,3,1
2526,5,2181,1,1
1730,8,2800,4,0
918,3,975,3,0
863,10,3483,5,0
1760,5,340,1,0
679,4,1922,0,0
2539,3,1949,3,0
2218,0,1394,0,1
3066,6,2863,4,0
2083,2,484,2,1
2735,8,1620,4,1
462,4,1274,0,1
1459,0,3529,0,1
2612,7,2293,3,1
2766,9,2458,2,1
1816,3,2790,3,0
389,8,1413,4,0
498,7,1023,3,0
1409,5,3691,1,0
330,7,2182,3,1
2905,-1,2573,3,0
1879,5,1470,1,1
1646,8,65,4,1
1527,6,99,4,1
1926,0,2772,0,1
1195,6,718,4,0
1471,5,3450,1,1
600,3,1706,3,0
2524,11,1988,5,0
606,7,1105,3,0
841,1,3397,1,0
2995,8,2705,4,1
2822,1,2495,1,0
2958,1,2664,1,1
2345,7,362,3,1
974,0,2425,0,0
669,0,60,0,0
1976,4,92,0,1
775,7,2431,3,1
956,2,3112,2,0
1971,3,81,3,0
1542,5,192,1,1
2002,4,1239,0,1
1999,7,362,3,1
1965,9,172,2,1
1960,2,72,2,0
1051,5,3315,1,1
365,6,1959,4,1
1524,2,3134,2,0
3129,1,2513,1,1
2322,4,1418,0,0
1985,4,127,0,0
2547,6,1984,4,1
293,4,1914,0,0
2904,6,2427,4,0
2805,4,2454,0,0
1975,6,121,4,1
659,3,1831,3,0
2637,7,2006,3,1
1542,5,3117,1,0
1458,11,3552,5,1
988,0,3464,0,1
2814,2,2567,2,1
1025,4,3157,0,1
679,4,1913,0,0
2557,4,2407,0,0
1850,0,2888,0,1
424,8,1691,4,1
3086,2,2964,2,1
197,6,1225,4,0
2540,10,2035,5,1
1848,3,2161,3,0
587,8,1771,4,0
2857,2,2567,2,0
2135,7,538,3,1
2780,9,3432,2,0
1570,8,944,4,0
599,7,1582,3,1
506,-1,1554,4,1
2782,7,2354,3,0
3087,1,2955,1,1
222,6,137,4,0
1907,3,296,3,0
2073,6,381,4,0
2786,2,2484,2,1
971,10,3205,5,1
1007,5,3203,1,1
3113,4,2970,0,0
2354,1,2257,1,0
2450,0,2124,0,0
398,11,1343,5,1
1838,2,2810,2,1
2316,9,346,2,1
322,6,2063,4,0
3057,8,2693,4,1
341,1,1043,1,0
1975,6,166,4,1
355,1,1248,1,0
1976,4,92,0,0
210,3,1163,3,0
66,9,136,2,0
915,6,914,4,0
1311,1,3195,1,0
1864,5,2077,1,0
1941,3,2857,3,0
2539,3,1949,3,1
293,4,2127,0,0
377,0,2019,0,0
1482,9,3432,2,1
2567,8,2307,4,0
1585,8,607,4,1
2644,3,2274,3,1
343,5,1175,1,0
2839,5,2432,1,1
386,2,1333,2,1
537,9,1073,2,1
1551,3,162,3,0
837,2,63,2,0
2614,2,2244,2,1
841,1,3476,1,1
2509,1,2799,1,0
2035,2,304,2,0
666,9,1929,2,0
3113,4,2623,0,0
1888,7,2824,3,0
2339,4,127,0,0
2542,9,1929,2,1
225,9,1165,2,0
918,3,975,3,0
3091,7,3491,3,0
3037,2,2765,2,1
1005,8,3116,4,0
1346,3,3479,3,1
1737,8,117,4,0
2947,0,2602,0,0
882,7,955,3,0
80,4,88,0,1
1620,5,605,1,1
3039,0,2658,0,0
1749,2,258,2,1
1106,7,3237,3,0
3086,2,2964,2,0
668,0,3465,0,0
377,0,2019,0,1
2523,1,2023,1,1
2321,1,323,1,1
2091,5,584,1,0
1966,3,300,3,1
2864,6,3452,4,1
2430,4,2768,0,0
2802,6,2456,4,0
2702,6,2170,4,1
2766,9,2423,2,1
659,3,1687,3,0
2338,7,1408,3,1
1966,3,217,3,1
358,0,1051,0,1
2836,-1,2370,0,1
324,2,1921,2,0
1633,3,634,3,0
418,-1,1370,2,0
963,0,3327,0,1
1976,4,92,0,1
62,7,1279,3,0
2537,1,1939,1,1
1606,9,3553,2,1
1442,4,3541,0,1
989,9,2965,2,0
2790,5,2528,1,1
1752,1,299,1,1
2110,4,644,0,0
3116,2,3093,2,1
612,4,1992,0,0
1969,1,120,1,1
1534,2,797,2,0
1309,4,3273,0,1
1607,7,962,3,0
981,2,3134,2,1
1760,5,2878,1,0
2641,6,1893,4,1
1605,0,995,0,0
1959,11,153,5,1
2009,-1,452,4,0
582,2,1543,2,0
419,1,1412,1,0
1974,5,192,1,0
1294,8,683,4,1
850,1,106,1,0
672,4,2027,0,1
1717,6,2787,4,0
3160,8,2428,4,1
3097,1,2960,1,1
675,3,1949,3,0
2326,5,288,1,0
496,10,1060,5,0
1277,6,718,4,0
541,6,1822,4,0
369,8,1026,4,0
1143,2,3284,2,0
1976,4,92,0,0
2351,3,2794,3,0
2646,2,1921,2,1
2448,7,2817,3,0
1954,0,205,0,1
2350,1,238,1,0
75,2,808,2,0
2758,9,1564,2,1
869,2,101,2,0
2221,11,1469,5,1
3155,11,3011,5,1
2221,11,1469,5,1
2636,4,2258,0,0
349,5,2192,1,0
1753,9,3125,2,0
2517,7,2439,3,0
330,7,1967,3,0
96,4,184,0,0
330,7,1963,3,0
974,0,3186,0,1
150,-1,1074,2,0
2313,4,241,0,0
296,6,2067,4,0
672,4,2027,0,1
1371,2,3463,2,0
992,9,3128,2,0
94,8,80,4,0
2443,6,2665,4,1
1080,8,3146,4,1
1993,2,276,2,1
1981,8,86,4,0
2612,7,2273,3,1
3096,1,3048,1,1
69,1,1136,1,1
297,8,2048,4,0
739,0,3529,0,0
3041,0,2602,0,1
3095,3,2854,3,1
425,1,1676,1,1
339,2,2011,2,1
1822,5,2762,1,1
2585,8,2529,4,0
1865,8,2845,4,0
1629,1,660,1,0
2338,7,1388,3,0
1975,6,121,4,1
126,7,1042,3,1
679,4,1913,0,0
1869,6,1465,4,1
2547,6,1984,4,1
2472,-1,2143,3,0
3103,4,3535,0,0
1948,1,210,1,1
2530,6,2122,4,0
2410,7,2656,3,1
1356,8,3521,4,0
841,1,3476,1,1
1955,10,64,5,1
1014,8,3221,4,0
676,0,2042,0,0
3130,5,2774,1,1
428,1,1800,1,0
2077,5,426,1,0
1971,3,81,3,0
1067,9,2963,2,1
2785,4,2454,0,1
1677,7,994,3,0
1598,4,927,0,1
1558,4,643,0,1
2618,4,2298,0,1
1547,3,174,3,1
1117,2,2916,2,0
688,0,2042,0,0
3074,0,3065,0,1
89,1,854,1,0
1527,6,3533,4,1
909,7,119,3,0
3106,10,3055,5,0
2033,0,1254,0,0
2036,4,895,0,0
2828,5,2574,1,0
3043,0,2618,0,0
2073,6,3198,4,1
3007,9,2675,2,0
659,3,1687,3,1
1708,8,264,4,0
968,4,3192,0,0
1863,4,2884,0,0
3109,7,3391,3,0
3200,10,3066,5,1
400,9,1405,2,0
93,6,137,4,0
2199,9,1324,2,0
1453,0,3743,0,1
907,8,930,4,1
2570,7,2369,3,0
538,5,1268,1,0
582,2,2011,2,0
718,1,3608,1,0
537,9,1749,2,0
976,5,3117,1,1
608,1,1681,1,0
1041,7,3156,3,1
488,2,1075,2,1
2315,6,1476,4,0
3093,7,3170,3,1
1994,3,2781,3,0
365,6,1968,4,0
1352,6,2997,4,1
1335,8,3113,4,1
517,-1,1076,3,0
1958,1,77,1,0
2082,-1,731,3,0
1702,1,3115,1,0
2534,5,2416,1,0
1994,3,300,3,0
2528,2,1956,2,0
1450,6,3774,4,0
2803,4,2232,0,1
1011,2,246,2,0
1524,2,622,2,1
1738,10,180,5,1
1211,0,3218,0,1
1623,8,923,4,1
2021,7,885,3,1
1358,8,3083,4,1
1950,6,265,4,1
1993,2,105,2,0
1866,3,1427,3,0
2764,5,2422,1,0
1970,0,69,0,1
2282,7,1463,3,0
1735,8,2777,4,0
859,4,1754,0,1
902,2,791,2,1
3084,7,2507,3,1
2243,7,1421,3,0
1971,3,174,3,1
1026,10,310,5,0
3133,10,2568,5,0
355,1,1980,1,1
1986,1,238,1,0
2178,-1,512,4,1
1076,3,3242,3,0
3090,9,2965,2,1
3087,1,2785,1,0
1743,1,257,1,0
749,8,3583,4,1
197,6,137,4,0
2550,1,1930,1,0
660,5,1809,1,1
1738,10,2438,5,0
1427,-1,3792,2,1
933,1,1768,1,1
164,5,1151,1,0
873,5,3473,1,0
1031,2,3173,2,1
1853,7,1920,3,1
2010,4,1292,0,0
1036,0,324,0,0
339,2,1907,2,0
1958,1,1997,1,0
1356,8,3504,4,0
2797,9,2564,2,1
2379,4,2246,0,1
1952,7,203,3,0
2674,7,2317,3,0
1363,1,3397,1,0
966,4,3197,0,0
2539,3,1911,3,0
195,4,1173,0,0
954,9,3128,2,0
2733,-1,2102,0,1
1725,2,2870,2,1
282,8,1077,4,0
977,9,3154,2,0
2801,6,2427,4,0
1077,4,3151,0,0
580,8,1962,4,0
89,1,854,1,1
1869,6,1327,4,1
3049,9,2706,2,0
3011,8,2657,4,1
1819,9,2773,2,0
1781,3,513,3,0
3129,1,2513,1,0
2379,4,2864,0,1
2762,0,3416,0,1
444,2,1719,2,1
311,4,2125,0,1
603,2,1702,2,0
1648,6,651,4,0
2747,0,2144,0,0
1742,2,2721,2,1
3092,7,2606,3,1
798,-1,3588,5,0
3095,3,3144,3,0
1545,3,949,3,0
71,3,90,3,1
1825,7,2840,3,1
685,5,2415,1,1
2543,3,2268,3,0
694,3,3551,3,1
421,7,1368,3,1
1451,4,3544,0,1
692,6,3601,4,1
1869,6,1481,4,0
425,1,1676,1,0
1333,7,3008,3,0
427,8,1618,4,1
1269,7,3318,3,0
962,4,3141,0,1
2531,4,2127,0,0
606,7,157,3,0
2525,7,2182,3,1
1526,8,83,4,1
1555,2,622,2,1
669,0,189,0,1
998,2,3167,2,1
2206,3,1485,3,1
2349,8,301,4,1
3087,1,3048,1,1
665,6,166,4,0
1737,8,3155,4,0
404,1,1369,1,1
1986,1,2799,1,1
1842,6,2877,4,1
3097,1,2960,1,1
776,8,3395,4,0
579,9,1682,2,1
2038,9,1269,2,0
492,0,1638,0,0
1183,0,3322,0,0
2805,4,2421,0,0
1475,6,3496,4,1
2788,3,2450,3,0
1724,7,2894,3,0
1714,1,2786,1,1
1868,3,2016,3,0
518,-1,1562,5,1
351,9,1958,2,1
2825,1,2570,1,0
3089,1,3498,1,1
1843,9,2763,2,1
1756,2,2848,2,0
321,7,2178,3,1
603,2,1750,2,0
850,1,1723,1,1
1567,5,586,1,1
1206,3,3114,3,1
579,9,1682,2,1
1938,3,233,3,1
1711,6,2885,4,1
1602,9,796,2,0
576,6,1679,4,1
2093,10,356,5,1
2557,4,2371,0,0
448,4,1766,0,1
1824,3,2833,3,0
746,1,1866,1,0
670,0,187,0,1
1896,8,1489,4,0
2798,11,3470,5,1
2779,1,2513,1,1
676,0,2015,0,1
2256,5,1271,1,1
1920,8,1490,4,0
673,8,2005,4,1
968,4,3180,0,0
885,8,917,4,1
1595,0,977,0,0
672,4,2027,0,0
757,2,1807,2,0
867,5,957,1,1
1181,1,3306,1,0
134,0,1058,0,0
1723,4,272,0,0
1711,6,2787,4,0
1527,6,963,4,1
2513,10,2242,5,0
1989,9,280,2,0
187,4,1213,0,1
2346,8,1467,4,0
1949,5,225,1,0
433,1,993,1,1
1858,0,2830,0,0
1986,1,238,1,1
2296,2,224,2,0
1547,3,920,3,0
561,9,1798,2,0
1602,9,796,2,0
674,8,148,4,0
2516,6,1927,4,1
2839,5,1804,1,1
1322,4,3772,0,1
2443,6,2665,4,1
3047,9,3003,2,1
2444,5,2938,1,1
2092,5,498,1,0
1199,4,3329,0,0
1554,10,190,5,1
1579,0,595,0,1
407,2,1152,2,1
2788,3,2444,3,1
1576,6,714,4,0
1735,8,2845,4,1
417,4,1078,0,1
2043,6,1344,4,0
293,4,1914,0,0
2344,7,1388,3,0
1586,11,615,5,0
1761,8,3109,4,1
56,8,1270,4,0
1029,7,286,3,1
3018,0,2629,0,1
2082,3,611,3,0
682,1,1997,1,1
651,9,1696,2,0
54,7,1129,3,0
656,4,1765,0,1
848,4,806,0,0
2073,6,381,4,0
3011,8,2828,4,0
1547,3,111,3,1
65,3,1163,3,0
3100,10,3503,5,1
1015,3,488,3,0
40,-1,44,8,1
491,9,1079,2,1
2338,7,1408,3,1
1213,-1,3330,2,0
223,9,1269,2,0
1644,9,716,2,1
1017,1,509,1,1
432,9,1713,2,1
2032,8,306,4,1
1472,1,3666,1,1
1021,6,3181,4,1
1257,9,613,2,0
2542,9,1929,2,1
1233,-1,3331,1,0
192,0,116,0,0
1363,1,3516,1,1
2723,0,2070,0,0
993,7,3156,3,0
2576,-1,2305,2,0
1954,0,1323,0,0
682,1,1997,1,0
1736,2,211,2,0
1335,8,3394,4,0
1570,8,923,4,0
2080,4,523,0,1
2547,6,1984,4,1
853,8,123,4,0
675,3,1911,3,0
2439,2,2847,2,1
1843,9,2763,2,0
2560,4,2279,0,0
786,8,1869,4,1
1318,5,3360,1,1
935,8,933,4,1
674,8,2551,4,0
1919,3,2865,3,1
810,3,1862,3,1
422,2,1332,2,1
327,4,1350,0,1
1537,0,609,0,0
1593,2,911,2,1
766,0,1884,0,0
682,1,3476,1,0
1753,9,2910,2,0
2625,3,2292,3,0
896,6,810,4,0
1519,4,62,0,1
411,7,1042,3,1
1553,7,980,3,1
1484,0,3465,0,1
1076,3,3213,3,0
687,8,2005,4,0
3090,9,2965,2,1
2746,9,2021,2,1
1971,3,81,3,0
3093,7,3170,3,0
2222,3,1366,3,1
220,7,140,3,0
2036,4,895,0,1
1953,5,266,1,1
422,2,1431,2,1
281,-1,1047,4,1
350,9,1405,2,0
1372,7,3424,3,0
893,3,1743,3,1
1907,3,296,3,0
2797,9,2458,2,0
2632,4,2029,0,1
2341,10,1437,5,1
2816,9,3640,2,1
3009,10,2677,5,0
3120,8,2819,4,0
2860,7,2426,3,0
1080,8,3074,4,1
